epoch,train_loss,train_acc,val_loss,val_acc,lr
25,1.0710897133136692,0.604313871327631,1.3414767848120794,0.4887152777777778,0.00028150784866655745
26,1.0679611107725864,0.6106359241353663,1.8255061970816717,0.3559027777777778,0.00027997079786577344
27,1.0399997076965168,0.6217924879137225,2.730803542666965,0.1605902777777778,0.0002783769568939956
28,0.9950751221370591,0.6420602454444031,2.501792702409956,0.24739583333333334,0.00027672702486255114
29,0.9819652880377466,0.6448493863889921,1.4072509275542364,0.4765625,0.0002750217254861598
30,0.9582141225069329,0.6526589810338416,2.958715389172236,0.2664930555555556,0.00027326180676548863
31,0.937292286679398,0.6669765712160655,1.4056349065568712,0.5173611111111112,0.0002714480406590545
32,0.9090487672387999,0.6727407958348829,1.1277192334334056,0.5868055555555556,0.0002695812227446172
33,0.8942076312914884,0.6799925622908144,1.4430051777097914,0.4930555555555556,0.00026766217187021294
34,0.8734426808738496,0.687988099665303,1.5967143492566214,0.4626736111111111,0.0002656917297949804
35,0.8671590888664242,0.6870583860171068,1.7600364254580603,0.4418402777777778,0.0002636707608199375
36,0.8371681533546065,0.7054667162513946,1.6526942269669638,0.4375,0.00026160015140887043
37,0.8184113135875136,0.7047229453328375,1.0818249185880024,0.5859375,0.000259480809799501
38,0.802386357465966,0.7142060245444403,0.9984660777780745,0.6414930555555556,0.0002573136656051041
39,0.8009241071054154,0.7147638527333581,1.235296494430966,0.5555555555555556,0.00025509966940674814
40,0.7613577920737077,0.7322424693194496,1.6342077255249023,0.453125,0.00025283979233633894
41,0.7522746707569404,0.7346597248047602,3.4664357370800443,0.3828125,0.0002505350256506493
42,0.7334611846328712,0.7381926366679062,1.0864410681857004,0.6258680555555556,0.00024818638029652074
43,0.724151167119467,0.740795834882856,1.8520213928487566,0.5321180555555556,0.00024579488646742906
44,0.7077230976921512,0.7536258832279658,1.2485106041034062,0.5685763888888888,0.00024336159315160733
45,0.7038903222646178,0.7480476013387877,1.9528828561306,0.4418402777777778,0.000240887567671925
46,0.6883298995970084,0.7562290814429156,1.0421011977725558,0.6362847222222222,0.00023837389521772466
47,0.6767015891165572,0.7575306805503905,1.474816342194875,0.5182291666666666,0.0002358216783688225
48,0.6576075806809252,0.76273707698029,1.338066291477945,0.5381944444444444,0.0002332320366118799
49,0.6534874078375382,0.768873187058386,1.874984986252255,0.4123263888888889,0.00023060610584935994
50,0.632122021973377,0.7753811825957605,1.3407150705655415,0.5572916666666666,0.00022794503790128293
51,0.6435929401606244,0.7696169579769431,1.5571841680341296,0.5190972222222222,0.00022524999999999995
52,0.6325832901944366,0.7757530680550391,3.472673316796621,0.1909722222222222,0.00022252217427820638
53,0.6124502591326051,0.7759390107846783,1.3869358334276412,0.5651041666666666,0.0002197627572504193
54,0.5966352468620405,0.7869096318333954,1.5932131277190313,0.5052083333333334,0.0002169729592881466
55,0.5807415269572924,0.7919300855336556,0.8786941659119394,0.6996527777777778,0.0002141540040889783
56,0.5889202394020873,0.791558200074377,1.2303644319375355,0.5928819444444444,0.00021130712813983207
57,0.592432183995926,0.7861658609148382,2.743694954448276,0.2152777777777778,0.00020843358017458933
58,0.5614724439863558,0.7971364819635552,1.0140506476163864,0.6605902777777778,0.00020553462062635933
59,0.5556369058347271,0.7971364819635552,1.1384829117192163,0.6111111111111112,0.00020261152107461133
60,0.5517139410875065,0.8002975083674229,1.08257238401307,0.6154513888888888,0.00019966556368741813
61,0.5395348590073775,0.7963927110449981,1.067364838388231,0.6579861111111112,0.0001966980406590546
62,0.5363335851489854,0.8038304202305689,2.7952200174331665,0.34375,0.00019371025364319845
63,0.5278051121166623,0.8040163629602083,1.486579994360606,0.5659722222222222,0.00019070351318198215
64,0.5285897898647411,0.8043882484194868,1.1555978953838348,0.6328125,0.00018767913813114569
65,0.5072560015111308,0.8084789884715508,1.0750976585679584,0.6397569444444444,0.00018463845508154297
66,0.5224225834959633,0.810710301227222,5.458551194932726,0.11371527777777778,0.00018158279777725497
67,0.5088245484322675,0.8092227593901078,1.3457602610190709,0.5538194444444444,0.0001785135065305658
68,0.5059973784830101,0.8157307549274824,1.0186237866679828,0.6692708333333334,0.00017543192763405722
69,0.49454304071641314,0.815544812197843,1.0956349670886993,0.6475694444444444,0.0001723394127700805
70,0.4959714076651122,0.8136853849014504,1.2510154379738703,0.59375,0.00016923731841786343
71,0.4791430099695843,0.8166604685756786,1.0723138435019388,0.6310763888888888,0.00016612700525851418
72,0.4936357938299041,0.8101524730383042,2.1399328112602234,0.4921875,0.0001630098375781811
73,0.47629770966833435,0.8200074377091856,0.9823746846781837,0.6701388888888888,0.00015988718266963232
74,0.4828250792089471,0.8194496095202678,6.74550461769104,0.18836805555555555,0.0001567604102325153
75,0.4978015597046596,0.8138713276310896,2.8285507791572146,0.3949652777777778,0.0001536308917725618
76,0.463052233872958,0.823726292301971,1.4315051022503111,0.5729166666666666,0.00015049999999999994
77,0.45077316434731846,0.8274451468947565,1.7739724549982283,0.484375,0.00014736910822743814
78,0.4519283813187162,0.8263294905169208,0.9712279455529319,0.6944444444444444,0.0001442395897674846
79,0.461710655487528,0.8244700632205281,1.241058886051178,0.6380208333333334,0.00014111281733036763
80,0.43744144005463353,0.8317218296764597,2.977985809246699,0.3862847222222222,0.00013799016242181875
